,法院名称,上诉法院,级别
1515,汝阳县人民法院,洛阳市中级人民法院,基层
1516,宜阳县人民法院,洛阳市中级人民法院,基层
1517,洛宁县人民法院,洛阳市中级人民法院,基层
1518,伊川县人民法院,洛阳市中级人民法院,基层
1519,洛阳高新开发区人民法院,洛阳市中级人民法院,基层
1520,平顶山新华人民法院,平顶山市中级人民法院,基层
1521,卫东区人民法院,平顶山市中级人民法院,基层
1522,石龙区人民法院,平顶山市中级人民法院,基层
1523,湛河区人民法院,平顶山市中级人民法院,基层
1524,舞钢市人民法院,平顶山市中级人民法院,基层
1525,汝州市人民法院,平顶山市中级人民法院,基层
1526,宝丰县人民法院,平顶山市中级人民法院,基层
1527,叶县人民法院,平顶山市中级人民法院,基层
1528,鲁山县人民法院,平顶山市中级人民法院,基层
1529,郏县人民法院,平顶山市中级人民法院,基层
1530,文峰区人民法院,安阳市中级人民法院,基层
1531,北关区人民法院,安阳市中级人民法院,基层
1532,殷都区人民法院,安阳市中级人民法院,基层
1533,龙安区人民法院,安阳市中级人民法院,基层
1534,林州市人民法院,安阳市中级人民法院,基层
1535,安阳县人民法院,安阳市中级人民法院,基层
1536,滑县人民法院,安阳市中级人民法院,基层
1537,内黄县人民法院,安阳市中级人民法院,基层
1538,汤阴县人民法院,安阳市中级人民法院,基层
1539,鹤山区人民法院,鹤壁市中级人民法院,基层
1540,山城区人民法院,鹤壁市中级人民法院,基层
1541,淇滨区人民法院,鹤壁市中级人民法院,基层
1542,浚县人民法院,鹤壁市中级人民法院,基层
1543,淇县人民法院,鹤壁市中级人民法院,基层
1544,红旗区人民法院,新乡市中级人民法院,基层
1545,卫滨区人民法院,新乡市中级人民法院,基层
1546,凤泉区人民法院,新乡市中级人民法院,基层
1547,牧野区人民法院,新乡市中级人民法院,基层
1548,卫辉市人民法院,新乡市中级人民法院,基层
1549,辉县市人民法院,新乡市中级人民法院,基层
1550,新乡县人民法院,新乡市中级人民法院,基层
1551,获嘉县人民法院,新乡市中级人民法院,基层
1552,原阳县人民法院,新乡市中级人民法院,基层
1553,延津县人民法院,新乡市中级人民法院,基层
1554,封丘县人民法院,新乡市中级人民法院,基层
1555,长垣县人民法院,新乡市中级人民法院,基层
1556,解放区人民法院,焦作市中级人民法院,基层
1557,中站区人民法院,焦作市中级人民法院,基层
1558,马村区人民法院,焦作市中级人民法院,基层
1559,山阳区人民法院,焦作市中级人民法院,基层
1560,沁阳市人民法院,焦作市中级人民法院,基层
1561,孟州市人民法院,焦作市中级人民法院,基层
1562,修武县人民法院,焦作市中级人民法院,基层
1563,博爱县人民法院,焦作市中级人民法院,基层
1564,武陟县人民法院,焦作市中级人民法院,基层
1565,温县人民法院,焦作市中级人民法院,基层
1566,华龙区人民法院,濮阳市中级人民法院,基层
1567,清丰县人民法院,濮阳市中级人民法院,基层
1568,南乐县人民法院,濮阳市中级人民法院,基层
1569,范县人民法院,濮阳市中级人民法院,基层
1570,台前县人民法院,濮阳市中级人民法院,基层
1571,濮阳县人民法院,濮阳市中级人民法院,基层
1572,魏都区人民法院,许昌市中级人民法院,基层
1573,禹州市人民法院,许昌市中级人民法院,基层
1574,长葛市人民法院,许昌市中级人民法院,基层
1575,建安区人民法院,许昌市中级人民法院,基层
1576,鄢陵县人民法院,许昌市中级人民法院,基层
1577,襄城县人民法院,许昌市中级人民法院,基层
1578,源汇区人民法院,漯河市中级人民法院,基层
1579,郾城区人民法院,漯河市中级人民法院,基层
1580,召陵区人民法院,漯河市中级人民法院,基层
1581,舞阳县人民法院,漯河市中级人民法院,基层
1582,临颍县人民法院,漯河市中级人民法院,基层
1583,湖滨区人民法院,三门峡市中级人民法院,基层
1584,义马市人民法院,三门峡市中级人民法院,基层
1585,灵宝市人民法院,三门峡市中级人民法院,基层
1586,渑池县人民法院,三门峡市中级人民法院,基层
1587,陕州区人民法院,三门峡市中级人民法院,基层
1588,卢氏县人民法院,三门峡市中级人民法院,基层
1589,宛城区人民法院,南阳市中级人民法院,基层
1590,卧龙区人民法院,南阳市中级人民法院,基层
1591,邓州市人民法院,南阳市中级人民法院,基层
1592,南召县人民法院,南阳市中级人民法院,基层
1593,方城县人民法院,南阳市中级人民法院,基层
1594,西峡县人民法院,南阳市中级人民法院,基层
1595,镇平县人民法院,南阳市中级人民法院,基层
1596,内乡县人民法院,南阳市中级人民法院,基层
1597,淅川县人民法院,南阳市中级人民法院,基层
1598,社旗县人民法院,南阳市中级人民法院,基层
1599,唐河县人民法院,南阳市中级人民法院,基层
1600,新野县人民法院,南阳市中级人民法院,基层
1601,桐柏县人民法院,南阳市中级人民法院,基层
1602,梁园区人民法院,商丘市中级人民法院,基层
1603,睢阳区人民法院,商丘市中级人民法院,基层
1604,永城市人民法院,商丘市中级人民法院,基层
1605,民权县人民法院,商丘市中级人民法院,基层
1606,睢县人民法院,商丘市中级人民法院,基层
1607,宁陵县人民法院,商丘市中级人民法院,基层
1608,柘城县人民法院,商丘市中级人民法院,基层
1609,虞城县人民法院,商丘市中级人民法院,基层
1610,夏邑县人民法院,商丘市中级人民法院,基层
1611,浉河区人民法院,信阳市中级人民法院,基层
1612,平桥区人民法院,信阳市中级人民法院,基层
1613,罗山县人民法院,信阳市中级人民法院,基层
1614,光山县人民法院,信阳市中级人民法院,基层
1615,新县人民法院,信阳市中级人民法院,基层
1616,商城县人民法院,信阳市中级人民法院,基层
1617,固始县人民法院,信阳市中级人民法院,基层
1618,潢川县人民法院,信阳市中级人民法院,基层
1619,淮滨县人民法院,信阳市中级人民法院,基层
1620,息县人民法院,信阳市中级人民法院,基层
1621,川汇区人民法院,周口市中级人民法院,基层
1622,项城市人民法院,周口市中级人民法院,基层
1623,扶沟县人民法院,周口市中级人民法院,基层
1624,西华县人民法院,周口市中级人民法院,基层
1625,商水县人民法院,周口市中级人民法院,基层
1626,沈丘县人民法院,周口市中级人民法院,基层
1627,郸城县人民法院,周口市中级人民法院,基层
1628,淮阳县人民法院,周口市中级人民法院,基层
1629,太康县人民法院,周口市中级人民法院,基层
1630,鹿邑县人民法院,周口市中级人民法院,基层
1631,驿城区人民法院,驻马店市中级人民法院,基层
1632,西平县人民法院,驻马店市中级人民法院,基层
1633,上蔡县人民法院,驻马店市中级人民法院,基层
1634,平舆县人民法院,驻马店市中级人民法院,基层
1635,正阳县人民法院,驻马店市中级人民法院,基层
1636,确山县人民法院,驻马店市中级人民法院,基层
1637,泌阳县人民法院,驻马店市中级人民法院,基层
1638,汝南县人民法院,驻马店市中级人民法院,基层
1639,遂平县人民法院,驻马店市中级人民法院,基层
1640,新蔡县人民法院,驻马店市中级人民法院,基层
1641,济源市人民法院,济源中级人民法院,基层
1642,郑州铁路运输人民法院,郑州铁路中级人民法院,基层
1643,洛阳铁路运输人民法院,郑州铁路中级人民法院,基层
1644,江岸区人民法院,武汉市中级人民法院,基层
1645,江汉区人民法院,武汉市中级人民法院,基层
1646,硚口区人民法院,武汉市中级人民法院,基层
1647,汉阳区人民法院,武汉市中级人民法院,基层
1648,武昌区人民法院,武汉市中级人民法院,基层
1649,武汉青山人民法院,武汉市中级人民法院,基层
1650,洪山区人民法院,武汉市中级人民法院,基层
1651,东西湖区人民法院,武汉市中级人民法院,基层
1652,汉南区人民法院,武汉市中级人民法院,基层
1653,蔡甸区人民法院,武汉市中级人民法院,基层
1654,江夏区人民法院,武汉市中级人民法院,基层
1655,黄陂区人民法院,武汉市中级人民法院,基层
1656,新洲区人民法院,武汉市中级人民法院,基层
1657,武汉开发区人民法院,武汉市中级人民法院,基层
1658,东湖新技术开发区人民法院,武汉市中级人民法院,基层
1659,黄石港区人民法院,黄石市中级人民法院,基层
1660,西塞山区人民法院,黄石市中级人民法院,基层
1661,下陆区人民法院,黄石市中级人民法院,基层
1662,铁山区人民法院,黄石市中级人民法院,基层
1663,大冶市人民法院,黄石市中级人民法院,基层
1664,阳新县人民法院,黄石市中级人民法院,基层
1665,茅箭区人民法院,十堰市中级人民法院,基层
1666,张湾区人民法院,十堰市中级人民法院,基层
1667,丹江口市人民法院,十堰市中级人民法院,基层
1668,郧阳区人民法院,十堰市中级人民法院,基层
1669,郧西县人民法院,十堰市中级人民法院,基层
1670,竹山县人民法院,十堰市中级人民法院,基层
1671,竹溪县人民法院,十堰市中级人民法院,基层
1672,房县人民法院,十堰市中级人民法院,基层
1673,神农架林区人民法院,十堰市中级人民法院,基层
1674,西陵区人民法院,宜昌市中级人民法院,基层
1675,伍家岗区人民法院,宜昌市中级人民法院,基层
1676,点军区人民法院,宜昌市中级人民法院,基层
1677,猇亭区人民法院,宜昌市中级人民法院,基层
1678,夷陵区人民法院,宜昌市中级人民法院,基层
1679,宜都市人民法院,宜昌市中级人民法院,基层
1680,当阳市人民法院,宜昌市中级人民法院,基层
1681,枝江市人民法院,宜昌市中级人民法院,基层
1682,远安县人民法院,宜昌市中级人民法院,基层
1683,兴山县人民法院,宜昌市中级人民法院,基层
1684,秭归县人民法院,宜昌市中级人民法院,基层
1685,长阳县人民法院,宜昌市中级人民法院,基层
1686,五峰县人民法院,宜昌市中级人民法院,基层
1687,三峡坝区人民法院,宜昌市中级人民法院,基层
1688,葛洲坝人民法院,宜昌市中级人民法院,基层
1689,襄城区人民法院,襄阳市中级人民法院,基层
1690,樊城区人民法院,襄阳市中级人民法院,基层
1691,襄州区人民法院,襄阳市中级人民法院,基层
1692,老河口市人民法院,襄阳市中级人民法院,基层
1693,枣阳市人民法院,襄阳市中级人民法院,基层
1694,宜城市人民法院,襄阳市中级人民法院,基层
1695,南漳县人民法院,襄阳市中级人民法院,基层
1696,谷城县人民法院,襄阳市中级人民法院,基层
1697,保康县人民法院,襄阳市中级人民法院,基层
1698,襄阳高新开发区人民法院,襄阳市中级人民法院,基层
1699,梁子湖区人民法院,鄂州市中级人民法院,基层
1700,华容区人民法院,鄂州市中级人民法院,基层
1701,鄂城区人民法院,鄂州市中级人民法院,基层
1702,沙洋人民人民法院,鄂州市中级人民法院,基层
1703,东宝区人民法院,荆门市中级人民法院,基层
1704,掇刀区人民法院,荆门市中级人民法院,基层
1705,钟祥市人民法院,荆门市中级人民法院,基层
1706,京山县人民法院,荆门市中级人民法院,基层
1707,沙洋县人民法院,荆门市中级人民法院,基层
1708,孝南区人民法院,孝感市中级人民法院,基层
1709,应城市人民法院,孝感市中级人民法院,基层
1710,安陆市人民法院,孝感市中级人民法院,基层
1711,汉川市人民法院,孝感市中级人民法院,基层
1712,孝昌县人民法院,孝感市中级人民法院,基层
1713,大悟县人民法院,孝感市中级人民法院,基层
1714,云梦县人民法院,孝感市中级人民法院,基层
1715,沙市区人民法院,荆州市中级人民法院,基层
1716,荆州区人民法院,荆州市中级人民法院,基层
1717,石首市人民法院,荆州市中级人民法院,基层
1718,洪湖市人民法院,荆州市中级人民法院,基层
1719,松滋市人民法院,荆州市中级人民法院,基层
1720,公安县人民法院,荆州市中级人民法院,基层
1721,监利县人民法院,荆州市中级人民法院,基层
1722,江陵县人民法院,荆州市中级人民法院,基层
1723,黄州区人民法院,黄冈市中级人民法院,基层
1724,麻城市人民法院,黄冈市中级人民法院,基层
1725,武穴市人民法院,黄冈市中级人民法院,基层
1726,团风县人民法院,黄冈市中级人民法院,基层
1727,红安县人民法院,黄冈市中级人民法院,基层
1728,罗田县人民法院,黄冈市中级人民法院,基层
1729,英山县人民法院,黄冈市中级人民法院,基层
1730,浠水县人民法院,黄冈市中级人民法院,基层
1731,蕲春县人民法院,黄冈市中级人民法院,基层
1732,黄梅县人民法院,黄冈市中级人民法院,基层
1733,咸安区人民法院,咸宁市中级人民法院,基层
1734,赤壁市人民法院,咸宁市中级人民法院,基层
1735,嘉鱼县人民法院,咸宁市中级人民法院,基层
1736,通城县人民法院,咸宁市中级人民法院,基层
1737,崇阳县人民法院,咸宁市中级人民法院,基层
1738,通山县人民法院,咸宁市中级人民法院,基层
1739,曾都区人民法院,随州市中级人民法院,基层
1740,广水市人民法院,随州市中级人民法院,基层
1741,随县人民法院,随州市中级人民法院,基层
1742,恩施市人民法院,恩施州中级人民法院,基层
1743,利川市人民法院,恩施州中级人民法院,基层
1744,建始县人民法院,恩施州中级人民法院,基层
1745,巴东县人民法院,恩施州中级人民法院,基层
1746,宣恩县人民法院,恩施州中级人民法院,基层
1747,咸丰县人民法院,恩施州中级人民法院,基层
1748,来凤县人民法院,恩施州中级人民法院,基层
1749,鹤峰县人民法院,恩施州中级人民法院,基层
1750,仙桃市人民法院,汉江中级人民法院,基层
1751,潜江市人民法院,汉江中级人民法院,基层
1752,天门市人民法院,汉江中级人民法院,基层
1753,武汉铁路运输人民法院,武汉铁路中级人民法院,基层
1754,襄阳铁路运输人民法院,武汉铁路中级人民法院,基层
1755,芙蓉区人民法院,长沙市中级人民法院,基层
1756,天心区人民法院,长沙市中级人民法院,基层
1757,岳麓区人民法院,长沙市中级人民法院,基层
1758,开福区人民法院,长沙市中级人民法院,基层
1759,雨花区人民法院,长沙市中级人民法院,基层
1760,浏阳市人民法院,长沙市中级人民法院,基层
1761,长沙县人民法院,长沙市中级人民法院,基层
1762,望城区人民法院,长沙市中级人民法院,基层
1763,宁乡市人民法院,长沙市中级人民法院,基层
1764,荷塘区人民法院,株洲市中级人民法院,基层
1765,芦淞区人民法院,株洲市中级人民法院,基层
1766,石峰区人民法院,株洲市中级人民法院,基层
1767,天元区人民法院,株洲市中级人民法院,基层
1768,醴陵市人民法院,株洲市中级人民法院,基层
1769,渌口区人民法院,株洲市中级人民法院,基层
1770,攸县人民法院,株洲市中级人民法院,基层
1771,茶陵县人民法院,株洲市中级人民法院,基层
1772,炎陵县人民法院,株洲市中级人民法院,基层
1773,雨湖区人民法院,湘潭市中级人民法院,基层
1774,岳塘区人民法院,湘潭市中级人民法院,基层
1775,湘乡市人民法院,湘潭市中级人民法院,基层
1776,韶山市人民法院,湘潭市中级人民法院,基层
1777,湘潭县人民法院,湘潭市中级人民法院,基层
1778,珠晖区人民法院,衡阳市中级人民法院,基层
1779,雁峰区人民法院,衡阳市中级人民法院,基层
1780,石鼓区人民法院,衡阳市中级人民法院,基层
1781,蒸湘区人民法院,衡阳市中级人民法院,基层
1782,南岳区人民法院,衡阳市中级人民法院,基层
1783,耒阳市人民法院,衡阳市中级人民法院,基层
1784,常宁市人民法院,衡阳市中级人民法院,基层
1785,衡阳县人民法院,衡阳市中级人民法院,基层
1786,衡南县人民法院,衡阳市中级人民法院,基层
1787,衡山县人民法院,衡阳市中级人民法院,基层
1788,衡东县人民法院,衡阳市中级人民法院,基层
1789,祁东县人民法院,衡阳市中级人民法院,基层
1790,双清区人民法院,邵阳市中级人民法院,基层
1791,大祥区人民法院,邵阳市中级人民法院,基层
1792,北塔区人民法院,邵阳市中级人民法院,基层
1793,武冈市人民法院,邵阳市中级人民法院,基层
1794,邵东市人民法院,邵阳市中级人民法院,基层
1795,新邵县人民法院,邵阳市中级人民法院,基层
1796,邵阳县人民法院,邵阳市中级人民法院,基层
1797,隆回县人民法院,邵阳市中级人民法院,基层
1798,洞口县人民法院,邵阳市中级人民法院,基层
1799,绥宁县人民法院,邵阳市中级人民法院,基层
1800,新宁县人民法院,邵阳市中级人民法院,基层
1801,城步县人民法院,邵阳市中级人民法院,基层
1802,岳阳楼区人民法院,岳阳市中级人民法院,基层
1803,云溪区人民法院,岳阳市中级人民法院,基层
1804,君山区人民法院,岳阳市中级人民法院,基层
1805,汨罗市人民法院,岳阳市中级人民法院,基层
1806,临湘市人民法院,岳阳市中级人民法院,基层
1807,岳阳县人民法院,岳阳市中级人民法院,基层
1808,华容县人民法院,岳阳市中级人民法院,基层
1809,湘阴县人民法院,岳阳市中级人民法院,基层
1810,平江县人民法院,岳阳市中级人民法院,基层
1811,屈原管理区人民法院,岳阳市中级人民法院,基层
1812,武陵区人民法院,常德市中级人民法院,基层
1813,鼎城区人民法院,常德市中级人民法院,基层
1814,津市市人民法院,常德市中级人民法院,基层
1815,安乡县人民法院,常德市中级人民法院,基层
1816,汉寿县人民法院,常德市中级人民法院,基层
1817,澧县人民法院,常德市中级人民法院,基层
1818,临澧县人民法院,常德市中级人民法院,基层
1819,桃源县人民法院,常德市中级人民法院,基层
1820,石门县人民法院,常德市中级人民法院,基层
1821,永定区人民法院,张家界市中级人民法院,基层
1822,武陵源区人民法院,张家界市中级人民法院,基层
1823,慈利县人民法院,张家界市中级人民法院,基层
1824,桑植县人民法院,张家界市中级人民法院,基层
1825,资阳区人民法院,益阳市中级人民法院,基层
1826,赫山区人民法院,益阳市中级人民法院,基层
1827,沅江市人民法院,益阳市中级人民法院,基层
1828,南县人民法院,益阳市中级人民法院,基层
1829,桃江县人民法院,益阳市中级人民法院,基层
1830,安化县人民法院,益阳市中级人民法院,基层
1831,大通湖管理区人民法院,益阳市中级人民法院,基层
1832,北湖区人民法院,郴州市中级人民法院,基层
1833,苏仙区人民法院,郴州市中级人民法院,基层
1834,资兴市人民法院,郴州市中级人民法院,基层
1835,桂阳县人民法院,郴州市中级人民法院,基层
1836,宜章县人民法院,郴州市中级人民法院,基层
1837,永兴县人民法院,郴州市中级人民法院,基层
1838,嘉禾县人民法院,郴州市中级人民法院,基层
1839,临武县人民法院,郴州市中级人民法院,基层
1840,汝城县人民法院,郴州市中级人民法院,基层
1841,桂东县人民法院,郴州市中级人民法院,基层
1842,安仁县人民法院,郴州市中级人民法院,基层
1843,零陵区人民法院,永州市中级人民法院,基层
1844,冷水滩区人民法院,永州市中级人民法院,基层
1845,祁阳县人民法院,永州市中级人民法院,基层
1846,东安县人民法院,永州市中级人民法院,基层
1847,双牌县人民法院,永州市中级人民法院,基层
1848,道县人民法院,永州市中级人民法院,基层
1849,江永县人民法院,永州市中级人民法院,基层
1850,宁远县人民法院,永州市中级人民法院,基层
1851,蓝山县人民法院,永州市中级人民法院,基层
1852,新田县人民法院,永州市中级人民法院,基层
1853,江华县人民法院,永州市中级人民法院,基层
1854,鹤城区人民法院,怀化市中级人民法院,基层
1855,中方县人民法院,怀化市中级人民法院,基层
1856,沅陵县人民法院,怀化市中级人民法院,基层
1857,辰溪县人民法院,怀化市中级人民法院,基层
1858,溆浦县人民法院,怀化市中级人民法院,基层
1859,会同县人民法院,怀化市中级人民法院,基层
1860,麻阳县人民法院,怀化市中级人民法院,基层
1861,新晃县人民法院,怀化市中级人民法院,基层
1862,芷江县人民法院,怀化市中级人民法院,基层
1863,靖州县人民法院,怀化市中级人民法院,基层
1864,通道县人民法院,怀化市中级人民法院,基层
1865,洪江人民法院,怀化市中级人民法院,基层
1866,洪江市人民法院,怀化市中级人民法院,基层
1867,娄星区人民法院,娄底市中级人民法院,基层
1868,冷水江市人民法院,娄底市中级人民法院,基层
1869,涟源市人民法院,娄底市中级人民法院,基层
1870,双峰县人民法院,娄底市中级人民法院,基层
1871,新化县人民法院,娄底市中级人民法院,基层
1872,吉首市人民法院,湘西自治州中级人民法院,基层
1873,泸溪县人民法院,湘西自治州中级人民法院,基层
1874,凤凰县人民法院,湘西自治州中级人民法院,基层
1875,花垣县人民法院,湘西自治州中级人民法院,基层
1876,保靖县人民法院,湘西自治州中级人民法院,基层
1877,古丈县人民法院,湘西自治州中级人民法院,基层
1878,永顺县人民法院,湘西自治州中级人民法院,基层
1879,龙山县人民法院,湘西自治州中级人民法院,基层
1880,荔湾区人民法院,广州市中级人民法院,基层
1881,越秀区人民法院,广州市中级人民法院,基层
1882,海珠区人民法院,广州市中级人民法院,基层
1883,天河区人民法院,广州市中级人民法院,基层
1884,白云区人民法院,广州市中级人民法院,基层
1885,黄埔区人民法院,广州市中级人民法院,基层
1886,番禺区人民法院,广州市中级人民法院,基层
1887,花都区人民法院,广州市中级人民法院,基层
1888,南沙区人民法院,广州市中级人民法院,基层
1889,萝岗区人民法院,广州市中级人民法院,基层
1890,增城市人民法院,广州市中级人民法院,基层
1891,从化市人民法院,广州市中级人民法院,基层
1892,广东自由贸易区南沙片区人民人民法院,广州市中级人民法院,基层
1893,广州互联网人民法院,广州市中级人民法院,基层
1894,武江区人民法院,韶关市中级人民法院,基层
1895,浈江区人民法院,韶关市中级人民法院,基层
1896,曲江区人民法院,韶关市中级人民法院,基层
1897,乐昌市人民法院,韶关市中级人民法院,基层
1898,南雄市人民法院,韶关市中级人民法院,基层
1899,始兴县人民法院,韶关市中级人民法院,基层
1900,翁源县人民法院,韶关市中级人民法院,基层
1901,仁化县人民法院,韶关市中级人民法院,基层
1902,乳源县人民法院,韶关市中级人民法院,基层
1903,新丰县人民法院,韶关市中级人民法院,基层
1904,罗湖区人民法院,深圳市中级人民法院,基层
1905,福田区人民法院,深圳市中级人民法院,基层
1906,深圳南山人民法院,深圳市中级人民法院,基层
1907,宝安区人民法院,深圳市中级人民法院,基层
1908,龙岗区人民法院,深圳市中级人民法院,基层
1909,盐田区人民法院,深圳市中级人民法院,基层
1910,前海合作区人民法院,深圳市中级人民法院,基层
1911,坪山区人民法院,深圳市中级人民法院,基层
1912,龙华区人民法院,深圳市中级人民法院,基层
1913,香州区人民法院,珠海市中级人民法院,基层
1914,斗门区人民法院,珠海市中级人民法院,基层
1915,金湾区人民法院,珠海市中级人民法院,基层
1916,横琴新区人民法院,珠海市中级人民法院,基层
1917,龙湖区人民法院,汕头市中级人民法院,基层
1918,金平区人民法院,汕头市中级人民法院,基层
1919,濠江区人民法院,汕头市中级人民法院,基层
1920,潮阳区人民法院,汕头市中级人民法院,基层
1921,潮南区人民法院,汕头市中级人民法院,基层
1922,澄海区人民法院,汕头市中级人民法院,基层
1923,南澳县人民法院,汕头市中级人民法院,基层
1924,禅城区人民法院,佛山市中级人民法院,基层
1925,南海区人民法院,佛山市中级人民法院,基层
1926,顺德区人民法院,佛山市中级人民法院,基层
1927,三水区人民法院,佛山市中级人民法院,基层
1928,高明区人民法院,佛山市中级人民法院,基层
1929,蓬江区人民法院,江门市中级人民法院,基层
1930,江海区人民法院,江门市中级人民法院,基层
1931,新会区人民法院,江门市中级人民法院,基层
1932,台山市人民法院,江门市中级人民法院,基层
1933,开平市人民法院,江门市中级人民法院,基层
1934,鹤山市人民法院,江门市中级人民法院,基层
1935,恩平市人民法院,江门市中级人民法院,基层
1936,赤坎区人民法院,湛江市中级人民法院,基层
1937,霞山区人民法院,湛江市中级人民法院,基层
1938,坡头区人民法院,湛江市中级人民法院,基层
1939,麻章区人民法院,湛江市中级人民法院,基层
1940,廉江市人民法院,湛江市中级人民法院,基层
1941,雷州市人民法院,湛江市中级人民法院,基层
1942,吴川市人民法院,湛江市中级人民法院,基层
1943,遂溪县人民法院,湛江市中级人民法院,基层
1944,徐闻县人民法院,湛江市中级人民法院,基层
1945,湛江开发区人民法院,湛江市中级人民法院,基层
1946,茂南区人民法院,茂名市中级人民法院,基层
1947,茂港区人民法院,茂名市中级人民法院,基层
1948,高州市人民法院,茂名市中级人民法院,基层
1949,化州市人民法院,茂名市中级人民法院,基层
1950,信宜市人民法院,茂名市中级人民法院,基层
1951,电白县人民法院,茂名市中级人民法院,基层
1952,端州区人民法院,肇庆市中级人民法院,基层
1953,鼎湖区人民法院,肇庆市中级人民法院,基层
1954,高要区人民法院,肇庆市中级人民法院,基层
1955,四会市人民法院,肇庆市中级人民法院,基层
1956,广宁县人民法院,肇庆市中级人民法院,基层
1957,怀集县人民法院,肇庆市中级人民法院,基层
1958,封开县人民法院,肇庆市中级人民法院,基层
1959,德庆县人民法院,肇庆市中级人民法院,基层
1960,惠城区人民法院,惠州市中级人民法院,基层
1961,惠阳区人民法院,惠州市中级人民法院,基层
1962,博罗县人民法院,惠州市中级人民法院,基层
1963,惠东县人民法院,惠州市中级人民法院,基层
1964,龙门县人民法院,惠州市中级人民法院,基层
1965,大亚湾开发区人民法院,惠州市中级人民法院,基层
1966,梅江区人民法院,梅州市中级人民法院,基层
1967,兴宁市人民法院,梅州市中级人民法院,基层
1968,梅县人民法院,梅州市中级人民法院,基层
1969,大埔县人民法院,梅州市中级人民法院,基层
1970,丰顺县人民法院,梅州市中级人民法院,基层
1971,五华县人民法院,梅州市中级人民法院,基层
1972,平远县人民法院,梅州市中级人民法院,基层
1973,蕉岭县人民法院,梅州市中级人民法院,基层
1974,汕尾城区人民法院,汕尾市中级人民法院,基层
1975,陆丰市人民法院,汕尾市中级人民法院,基层
1976,海丰县人民法院,汕尾市中级人民法院,基层
1977,陆河县人民法院,汕尾市中级人民法院,基层
1978,源城区人民法院,河源市中级人民法院,基层
1979,紫金县人民法院,河源市中级人民法院,基层
1980,龙川县人民法院,河源市中级人民法院,基层
1981,连平县人民法院,河源市中级人民法院,基层
1982,和平县人民法院,河源市中级人民法院,基层
1983,东源县人民法院,河源市中级人民法院,基层
1984,江城区人民法院,阳江市中级人民法院,基层
1985,阳春市人民法院,阳江市中级人民法院,基层
1986,阳西县人民法院,阳江市中级人民法院,基层
1987,阳东县人民法院,阳江市中级人民法院,基层
1988,清城区人民法院,清远市中级人民法院,基层
1989,英德市人民法院,清远市中级人民法院,基层
1990,连州市人民法院,清远市中级人民法院,基层
1991,佛冈县人民法院,清远市中级人民法院,基层
1992,阳山县人民法院,清远市中级人民法院,基层
1993,连山县人民法院,清远市中级人民法院,基层
1994,连南县人民法院,清远市中级人民法院,基层
1995,清新县人民法院,清远市中级人民法院,基层
1996,东莞第一人民法院,东莞市中级人民法院,基层
1997,东莞第二人民法院,东莞市中级人民法院,基层
1998,东莞第三人民法院,东莞市中级人民法院,基层
1999,中山第一人民法院,中山市中级人民法院,基层
2000,中山第二人民法院,中山市中级人民法院,基层
2001,湘桥区人民法院,潮州市中级人民法院,基层
2002,潮安县人民法院,潮州市中级人民法院,基层
2003,饶平县人民法院,潮州市中级人民法院,基层
2004,枫溪人民人民法院,潮州市中级人民法院,基层
2005,榕城区人民法院,揭阳市中级人民法院,基层
2006,普宁市人民法院,揭阳市中级人民法院,基层
2007,揭东县人民法院,揭阳市中级人民法院,基层
2008,揭西县人民法院,揭阳市中级人民法院,基层
2009,惠来县人民法院,揭阳市中级人民法院,基层
2010,云城区人民法院,云浮市中级人民法院,基层
2011,罗定市人民法院,云浮市中级人民法院,基层
2012,新兴县人民法院,云浮市中级人民法院,基层
2013,郁南县人民法院,云浮市中级人民法院,基层
2014,云安县人民法院,云浮市中级人民法院,基层
2015,广州铁路运输第一人民法院,广州铁路中级人民法院,基层
2016,广州铁路运输第二人民法院,广州铁路中级人民法院,基层
2017,兴宁区人民法院,南宁市中级人民法院,基层
2018,青秀区人民法院,南宁市中级人民法院,基层
2019,江南区人民法院,南宁市中级人民法院,基层
2020,西乡塘区人民法院,南宁市中级人民法院,基层
2021,良庆区人民法院,南宁市中级人民法院,基层
2022,邕宁区人民法院,南宁市中级人民法院,基层
2023,武鸣区人民法院,南宁市中级人民法院,基层
2024,隆安县人民法院,南宁市中级人民法院,基层
2025,马山县人民法院,南宁市中级人民法院,基层
2026,上林县人民法院,南宁市中级人民法院,基层
2027,宾阳县人民法院,南宁市中级人民法院,基层
2028,横县人民法院,南宁市中级人民法院,基层
2029,城中区人民法院,柳州市中级人民法院,基层
2030,鱼峰区人民法院,柳州市中级人民法院,基层
2031,柳南区人民法院,柳州市中级人民法院,基层
2032,柳北区人民法院,柳州市中级人民法院,基层
2033,柳江区人民法院,柳州市中级人民法院,基层
2034,柳城县人民法院,柳州市中级人民法院,基层
2035,鹿寨县人民法院,柳州市中级人民法院,基层
2036,融安县人民法院,柳州市中级人民法院,基层
2037,融水县人民法院,柳州市中级人民法院,基层
2038,三江县人民法院,柳州市中级人民法院,基层
2039,秀峰区人民法院,桂林市中级人民法院,基层
2040,叠彩区人民法院,桂林市中级人民法院,基层
2041,象山区人民法院,桂林市中级人民法院,基层
2042,七星区人民法院,桂林市中级人民法院,基层
2043,雁山区人民法院,桂林市中级人民法院,基层
2044,阳朔县人民法院,桂林市中级人民法院,基层
